datetime,humidity,pressure,temperature,wind_direction,wind_speed,weather_condition,city,country,latitude,longitude
2015-10-02T12:00:00.000+07:00,32.0,1011.0,293.29,254.0,1.0,sunny,Las Vegas,United States,36.174969,-115.137222
2015-10-04T19:00:00.000+07:00,32.0,1004.0,299.27,150.0,8.0,thunderstorm,Las Vegas,United States,36.174969,-115.137222
2015-10-04T23:00:00.000+07:00,25.0,1002.0,301.77,150.0,7.0,thunderstorm,Las Vegas,United States,36.174969,-115.137222
2015-10-05T18:00:00.000+07:00,82.0,1012.0,290.28,80.0,2.0,thunderstorm,Las Vegas,United States,36.174969,-115.137222
2015-10-21T13:00:00.000+07:00,41.0,1013.0,290.810447244,350.0,6.0,cloudy,Las Vegas,United States,36.174969,-115.137222
2015-10-31T14:00:00.000+07:00,33.0,1019.0,285.84,320.0,1.0,sunny,Las Vegas,United States,36.174969,-115.137222
2015-11-04T17:00:00.000+07:00,75.0,1012.0,280.3,310.0,7.0,foggy,Las Vegas,United States,36.174969,-115.137222
2015-11-07T16:00:00.000+07:00,30.0,1025.0,281.44,340.0,6.0,sunny,Las Vegas,United States,36.174969,-115.137222
2015-11-08T18:00:00.000+07:00,32.0,1019.0,284.66,260.0,2.0,sunny,Las Vegas,United States,36.174969,-115.137222
2015-11-15T10:00:00.000+07:00,48.0,1013.0,279.09,215.0,1.0,sunny,Las Vegas,United States,36.174969,-115.137222
2015-11-20T18:00:00.000+07:00,38.0,1019.0,285.451319423,13.0,1.0,sunny,Las Vegas,United States,36.174969,-115.137222
2015-11-21T23:00:00.000+07:00,15.0,1027.0,287.54687628,25.0,3.0,sunny,Las Vegas,United States,36.174969,-115.137222
2015-11-25T15:00:00.000+07:00,51.0,1005.0,284.785578748,217.0,3.0,cloudy,Las Vegas,United States,36.174969,-115.137222
2015-12-01T13:00:00.000+07:00,61.0,1021.0,272.124306103,323.0,1.0,sunny,Las Vegas,United States,36.174969,-115.137222
2015-12-01T16:00:00.000+07:00,40.0,1023.0,271.85,220.0,1.0,sunny,Las Vegas,United States,36.174969,-115.137222
2015-12-02T19:00:00.000+07:00,22.0,1025.0,281.534878751,138.0,1.0,sunny,Las Vegas,United States,36.174969,-115.137222
2015-12-05T12:00:00.000+07:00,48.0,1025.0,276.9,316.0,1.0,sunny,Las Vegas,United States,36.174969,-115.137222
2015-12-12T14:00:00.000+07:00,58.0,1017.0,274.942774175,324.0,5.0,rainy,Las Vegas,United States,36.174969,-115.137222
2015-12-17T22:00:00.000+07:00,29.0,1023.0,282.056263766,35.0,3.0,sunny,Las Vegas,United States,36.174969,-115.137222
2015-12-22T16:00:00.000+07:00,53.0,1005.0,282.2,160.0,4.0,cloudy,Las Vegas,United States,36.174969,-115.137222
2016-01-02T10:00:00.000+07:00,34.0,1023.0,275.81,339.0,1.0,sunny,Las Vegas,United States,36.174969,-115.137222
2016-01-04T15:00:00.000+07:00,48.0,1012.0,280.32,360.0,2.0,rainy,Las Vegas,United States,36.174969,-115.137222
2016-01-04T17:00:00.000+07:00,55.0,1016.0,279.590214685,260.0,1.0,rainy,Las Vegas,United States,36.174969,-115.137222
2016-01-05T14:00:00.000+07:00,100.0,1012.0,280.62,110.0,2.0,foggy,Las Vegas,United States,36.174969,-115.137222
2016-01-05T23:00:00.000+07:00,91.0,1015.0,280.667134362,63.0,3.0,rainy,Las Vegas,United States,36.174969,-115.137222
2016-01-07T21:00:00.000+07:00,61.0,1007.0,283.44,220.0,7.0,thunderstorm,Las Vegas,United States,36.174969,-115.137222
2016-01-13T18:00:00.000+07:00,48.0,1022.0,275.87,1.0,0.0,sunny,Las Vegas,United States,36.174969,-115.137222
2016-01-15T15:00:00.000+07:00,62.0,1010.0,274.577525713,44.0,3.0,sunny,Las Vegas,United States,36.174969,-115.137222
2016-01-16T14:00:00.000+07:00,72.0,1025.0,272.712896295,150.0,1.0,sunny,Las Vegas,United States,36.174969,-115.137222
2016-01-16T23:00:00.000+07:00,49.0,1026.0,282.474547819,65.0,1.0,cloudy,Las Vegas,United States,36.174969,-115.137222
2016-02-14T11:00:00.000+07:00,19.0,1020.0,283.25,10.0,4.0,sunny,Las Vegas,United States,36.174969,-115.137222
2016-02-15T16:00:00.000+07:00,34.0,1023.0,286.58,20.0,4.0,sunny,Las Vegas,United States,36.174969,-115.137222
2016-02-16T21:00:00.000+07:00,25.0,1016.0,295.35,0.0,1.0,sunny,Las Vegas,United States,36.174969,-115.137222
2016-03-02T21:00:00.000+07:00,15.0,1017.0,296.92,40.0,2.0,sunny,Las Vegas,United States,36.174969,-115.137222
2016-03-10T11:00:00.000+07:00,35.0,1023.0,282.082269073,332.0,1.0,sunny,Las Vegas,United States,36.174969,-115.137222
2016-03-30T22:00:00.000+07:00,23.0,1012.0,288.14,130.0,3.0,cloudy,Las Vegas,United States,36.174969,-115.137222
