datetime,humidity,pressure,temperature,wind_direction,wind_speed,weather_condition,city,country,latitude,longitude
2012-10-02T14:00:00.000+07:00,51.0,1013.0,304.4,336.0,2.0,cloudy,Nahariyya,Israel,33.005859,35.09409
2012-10-11T16:00:00.000+07:00,69.0,1011.0,297.925,279.0,4.0,sunny,Nahariyya,Israel,33.005859,35.09409
2012-10-12T11:00:00.000+07:00,51.0,1012.0,301.44,231.0,5.0,sunny,Nahariyya,Israel,33.005859,35.09409
2012-10-14T23:00:00.000+07:00,66.0,1013.0,298.8,356.0,3.0,sunny,Nahariyya,Israel,33.005859,35.09409
2012-10-17T16:00:00.000+07:00,58.0,1013.0,300.8,3.0,5.0,sunny,Nahariyya,Israel,33.005859,35.09409
2012-10-20T10:00:00.000+07:00,46.0,1013.0,301.48,214.0,2.0,sunny,Nahariyya,Israel,33.005859,35.09409
2012-10-27T13:00:00.000+07:00,70.0,1013.0,295.02,262.0,2.0,sunny,Nahariyya,Israel,33.005859,35.09409
2012-10-29T15:00:00.000+07:00,59.0,1013.0,296.97,356.0,4.0,sunny,Nahariyya,Israel,33.005859,35.09409
2012-11-07T15:00:00.000+07:00,52.0,1013.0,298.6,355.0,5.0,sunny,Nahariyya,Israel,33.005859,35.09409
2012-11-08T13:00:00.000+07:00,66.0,1013.0,297.16,343.0,4.0,sunny,Nahariyya,Israel,33.005859,35.09409
2012-11-09T17:00:00.000+07:00,74.0,1013.0,295.84,284.0,2.0,sunny,Nahariyya,Israel,33.005859,35.09409
2012-11-10T15:00:00.000+07:00,70.0,1011.0,294.75,223.0,9.0,sunny,Nahariyya,Israel,33.005859,35.09409
2012-11-20T10:00:00.000+07:00,58.0,1013.0,294.92,190.0,1.0,sunny,Nahariyya,Israel,33.005859,35.09409
2012-11-27T14:00:00.000+07:00,56.0,1013.0,291.37,348.0,2.0,sunny,Nahariyya,Israel,33.005859,35.09409
2012-12-07T19:00:00.000+07:00,77.0,1013.0,291.16,201.0,7.0,rainy,Nahariyya,Israel,33.005859,35.09409
