datetime,humidity,pressure,temperature,wind_direction,wind_speed,weather_condition,city,country,latitude,longitude
2012-10-03T22:00:00.000+07:00,88.0,987.0,297.315,135.0,2.0,cloudy,Beersheba,Israel,31.25181,34.791302
2012-10-07T22:00:00.000+07:00,81.0,984.0,293.71,292.0,0.0,sunny,Beersheba,Israel,31.25181,34.791302
2012-10-15T15:00:00.000+07:00,69.0,984.0,298.71,67.0,2.0,sunny,Beersheba,Israel,31.25181,34.791302
2012-10-29T14:00:00.000+07:00,48.0,986.0,298.15,157.0,7.0,sunny,Beersheba,Israel,31.25181,34.791302
2012-11-08T21:00:00.000+07:00,99.0,986.0,293.15,180.0,3.0,sunny,Beersheba,Israel,31.25181,34.791302
2012-11-09T11:00:00.000+07:00,39.0,982.0,307.04,101.0,0.0,sunny,Beersheba,Israel,31.25181,34.791302
2012-11-09T18:00:00.000+07:00,84.0,983.0,293.71,225.0,1.0,sunny,Beersheba,Israel,31.25181,34.791302
2012-11-14T18:00:00.000+07:00,82.0,987.0,290.37,348.0,1.0,rainy,Beersheba,Israel,31.25181,34.791302
2012-11-14T21:00:00.000+07:00,76.0,987.0,289.82,0.0,3.0,sunny,Beersheba,Israel,31.25181,34.791302
2012-11-15T16:00:00.000+07:00,84.0,987.0,292.04,180.0,0.0,rainy,Beersheba,Israel,31.25181,34.791302
2012-11-15T20:00:00.000+07:00,83.0,988.0,290.93,270.0,1.0,sunny,Beersheba,Israel,31.25181,34.791302
2012-11-26T15:00:00.000+07:00,87.0,985.0,289.82,67.0,0.0,rainy,Beersheba,Israel,31.25181,34.791302
2012-12-08T20:00:00.000+07:00,70.0,986.0,288.71,90.0,1.0,rainy,Beersheba,Israel,31.25181,34.791302
2012-12-09T13:00:00.000+07:00,77.0,970.0,286.95,233.0,1.0,rainy,Beersheba,Israel,31.25181,34.791302
2012-12-14T16:00:00.000+07:00,78.0,990.0,287.04,315.0,2.0,rainy,Beersheba,Israel,31.25181,34.791302
2012-12-22T13:00:00.000+07:00,51.0,983.0,290.37,135.0,2.0,rainy,Beersheba,Israel,31.25181,34.791302
2012-12-25T18:00:00.000+07:00,62.0,986.0,286.48,348.0,2.0,sunny,Beersheba,Israel,31.25181,34.791302
2013-01-05T22:00:00.000+07:00,92.0,986.0,285.93,135.0,0.0,sunny,Beersheba,Israel,31.25181,34.791302
2013-01-06T20:00:00.000+07:00,73.0,982.0,287.04,22.0,0.0,rainy,Beersheba,Israel,31.25181,34.791302
2013-01-08T23:00:00.000+07:00,70.0,983.0,285.37,45.0,11.0,rainy,Beersheba,Israel,31.25181,34.791302
2013-01-18T18:00:00.000+07:00,83.0,988.0,287.04,0.0,0.0,sunny,Beersheba,Israel,31.25181,34.791302
2013-01-20T20:00:00.000+07:00,55.0,971.0,282.29,202.0,0.0,sunny,Beersheba,Israel,31.25181,34.791302
2013-01-22T11:00:00.000+07:00,17.0,969.0,293.95,115.0,2.0,sunny,Beersheba,Israel,31.25181,34.791302
2013-01-26T23:00:00.000+07:00,94.0,1026.0,287.096333333,154.0,2.0,rainy,Beersheba,Israel,31.25181,34.791302
2013-01-27T12:00:00.000+07:00,41.0,964.0,293.02,207.0,2.0,sunny,Beersheba,Israel,31.25181,34.791302
2013-01-27T22:00:00.000+07:00,68.0,965.0,286.82,253.0,1.0,cloudy,Beersheba,Israel,31.25181,34.791302
2013-01-29T20:00:00.000+07:00,93.0,1030.0,282.714,258.0,1.0,rainy,Beersheba,Israel,31.25181,34.791302
2013-01-29T23:00:00.000+07:00,94.0,1029.0,281.930333333,218.0,1.0,rainy,Beersheba,Israel,31.25181,34.791302
2013-02-09T11:00:00.000+07:00,31.0,965.0,293.62,181.0,2.0,cloudy,Beersheba,Israel,31.25181,34.791302
2013-02-14T18:00:00.000+07:00,47.0,986.0,289.82,315.0,3.0,cloudy,Beersheba,Israel,31.25181,34.791302
2013-02-20T14:00:00.000+07:00,58.0,988.0,290.37,135.0,4.0,cloudy,Beersheba,Israel,31.25181,34.791302
2013-02-22T16:00:00.000+07:00,58.0,986.0,289.82,225.0,2.0,sunny,Beersheba,Israel,31.25181,34.791302
2013-02-22T18:00:00.000+07:00,56.0,985.0,288.15,270.0,1.0,sunny,Beersheba,Israel,31.25181,34.791302
2013-03-02T20:00:00.000+07:00,86.0,968.0,282.4,308.0,1.0,sunny,Beersheba,Israel,31.25181,34.791302
2013-03-08T14:00:00.000+07:00,15.0,968.0,290.9,83.0,3.0,cloudy,Beersheba,Israel,31.25181,34.791302
2013-03-11T17:00:00.000+07:00,68.0,968.0,285.7,268.0,1.0,sunny,Beersheba,Israel,31.25181,34.791302
2013-03-17T10:00:00.000+07:00,59.0,998.0,289.9375,287.0,6.0,rainy,Beersheba,Israel,31.25181,34.791302
2013-03-27T17:00:00.000+07:00,55.0,962.0,289.7,289.0,5.0,cloudy,Beersheba,Israel,31.25181,34.791302
2013-03-31T11:00:00.000+07:00,29.0,1002.0,302.5425,151.0,5.0,cloudy,Beersheba,Israel,31.25181,34.791302
2013-03-31T13:00:00.000+07:00,25.0,963.0,298.3,331.0,2.0,cloudy,Beersheba,Israel,31.25181,34.791302
2013-04-01T11:00:00.000+07:00,10.0,963.0,304.7,197.0,2.0,cloudy,Beersheba,Israel,31.25181,34.791302
2013-04-02T10:00:00.000+07:00,7.0,982.0,310.37,22.0,1.0,cloudy,Beersheba,Israel,31.25181,34.791302
2013-04-10T13:00:00.000+07:00,63.0,967.0,289.2,292.0,6.0,sunny,Beersheba,Israel,31.25181,34.791302
2013-04-17T18:00:00.000+07:00,80.0,965.0,285.9,262.0,3.0,sunny,Beersheba,Israel,31.25181,34.791302
