datetime,humidity,pressure,temperature,wind_direction,wind_speed,weather_condition,city,country,latitude,longitude
2015-09-24T19:00:00.000+07:00,31.0,1020.0,303.85,0.0,2.0,cloudy,Nashville,United States,36.16589,-86.784439
2015-09-29T15:00:00.000+07:00,88.0,1013.0,294.6,290.0,3.0,foggy,Nashville,United States,36.16589,-86.784439
2015-10-03T19:00:00.000+07:00,93.0,1011.0,284.83,360.0,5.0,rainy,Nashville,United States,36.16589,-86.784439
2015-10-05T11:00:00.000+07:00,100.0,1016.0,287.54,47.0,2.0,foggy,Nashville,United States,36.16589,-86.784439
2015-10-09T19:00:00.000+07:00,57.0,1017.0,299.48,340.0,8.0,thunderstorm,Nashville,United States,36.16589,-86.784439
2015-10-18T17:00:00.000+07:00,36.0,1040.0,286.268375126,55.0,3.0,sunny,Nashville,United States,36.16589,-86.784439
2015-10-23T10:00:00.000+07:00,100.0,1023.0,284.73,121.0,1.0,foggy,Nashville,United States,36.16589,-86.784439
2015-10-24T18:00:00.000+07:00,58.0,1031.0,296.2705,210.0,3.0,rainy,Nashville,United States,36.16589,-86.784439
2015-10-24T21:00:00.000+07:00,60.0,1032.0,296.632,229.0,3.0,rainy,Nashville,United States,36.16589,-86.784439
2015-10-25T17:00:00.000+07:00,81.0,1037.0,288.678333333,40.0,2.0,rainy,Nashville,United States,36.16589,-86.784439
2015-10-26T15:00:00.000+07:00,88.0,1034.0,289.5285,76.0,3.0,rainy,Nashville,United States,36.16589,-86.784439
2015-10-27T20:00:00.000+07:00,87.0,1013.0,288.146762796,100.0,4.0,rainy,Nashville,United States,36.16589,-86.784439
2015-10-27T22:00:00.000+07:00,87.0,1011.0,289.15,140.0,4.0,foggy,Nashville,United States,36.16589,-86.784439
2015-10-28T12:00:00.000+07:00,90.0,1005.0,289.884149286,189.0,3.0,cloudy,Nashville,United States,36.16589,-86.784439
2015-10-29T14:00:00.000+07:00,84.0,1018.0,285.746876135,188.0,1.0,rainy,Nashville,United States,36.16589,-86.784439
2015-11-01T13:00:00.000+07:00,87.0,1015.0,288.15,356.0,1.0,foggy,Nashville,United States,36.16589,-86.784439
2015-11-02T18:00:00.000+07:00,88.0,1016.0,290.63,69.0,2.0,foggy,Nashville,United States,36.16589,-86.784439
2015-11-03T10:00:00.000+07:00,100.0,1018.0,287.62,43.0,1.0,foggy,Nashville,United States,36.16589,-86.784439
2015-11-07T20:00:00.000+07:00,47.0,1025.0,286.63,360.0,5.0,cloudy,Nashville,United States,36.16589,-86.784439
2015-11-09T15:00:00.000+07:00,87.0,1023.0,284.15,20.0,2.0,rainy,Nashville,United States,36.16589,-86.784439
2015-11-23T21:00:00.000+07:00,25.0,1024.0,285.15,280.0,4.0,sunny,Nashville,United States,36.16589,-86.784439
2015-11-30T12:00:00.000+07:00,87.0,1017.0,284.15,233.0,1.0,cloudy,Nashville,United States,36.16589,-86.784439
2015-12-05T15:00:00.000+07:00,81.0,1037.0,273.514184229,126.0,1.0,sunny,Nashville,United States,36.16589,-86.784439
2015-12-07T14:00:00.000+07:00,92.0,1032.0,279.631964056,279.0,1.0,sunny,Nashville,United States,36.16589,-86.784439
2015-12-08T10:00:00.000+07:00,100.0,1021.0,273.91,175.0,1.0,foggy,Nashville,United States,36.16589,-86.784439
2015-12-10T20:00:00.000+07:00,71.0,1013.0,288.2,200.0,5.0,cloudy,Nashville,United States,36.16589,-86.784439
2015-12-14T14:00:00.000+07:00,86.0,1010.0,285.566113102,199.0,6.0,rainy,Nashville,United States,36.16589,-86.784439
2015-12-19T11:00:00.000+07:00,50.0,1030.0,271.44,240.0,1.0,sunny,Nashville,United States,36.16589,-86.784439
2015-12-20T21:00:00.000+07:00,32.0,1027.0,285.051069356,185.0,3.0,cloudy,Nashville,United States,36.16589,-86.784439
2015-12-22T10:00:00.000+07:00,88.0,1011.0,289.38,240.0,3.0,foggy,Nashville,United States,36.16589,-86.784439
2015-12-22T23:00:00.000+07:00,82.0,1016.0,291.35850185,163.0,3.0,rainy,Nashville,United States,36.16589,-86.784439
2015-12-25T12:00:00.000+07:00,88.0,1017.0,291.97,290.0,8.0,foggy,Nashville,United States,36.16589,-86.784439
2015-12-25T20:00:00.000+07:00,93.0,1020.0,287.553793635,330.0,2.0,rainy,Nashville,United States,36.16589,-86.784439
2015-12-25T21:00:00.000+07:00,100.0,1020.0,287.13,330.0,3.0,foggy,Nashville,United States,36.16589,-86.784439
2015-12-25T22:00:00.000+07:00,87.0,1019.0,286.93,360.0,3.0,foggy,Nashville,United States,36.16589,-86.784439
2015-12-26T14:00:00.000+07:00,93.0,1022.0,290.62,210.0,3.0,thunderstorm,Nashville,United States,36.16589,-86.784439
2015-12-28T18:00:00.000+07:00,73.0,1005.0,295.3,160.0,9.0,rainy,Nashville,United States,36.16589,-86.784439
2015-12-31T12:00:00.000+07:00,69.0,1026.0,277.08,340.0,3.0,cloudy,Nashville,United States,36.16589,-86.784439
2016-01-04T20:00:00.000+07:00,43.0,1030.0,275.135594158,20.0,5.0,snowy,Nashville,United States,36.16589,-86.784439
2016-01-08T18:00:00.000+07:00,75.0,1013.0,285.599140726,190.0,3.0,cloudy,Nashville,United States,36.16589,-86.784439
2016-01-09T14:00:00.000+07:00,87.0,1012.0,280.92,130.0,3.0,cloudy,Nashville,United States,36.16589,-86.784439
