datetime,humidity,pressure,temperature,wind_direction,wind_speed,weather_condition,city,country,latitude,longitude
2015-09-24T14:00:00.000+07:00,57.0,1019.0,296.64,120.0,3.0,cloudy,Dallas,United States,32.783058,-96.806671
2015-09-30T10:00:00.000+07:00,68.0,1015.0,293.76,18.0,3.0,sunny,Dallas,United States,32.783058,-96.806671
2015-10-06T13:00:00.000+07:00,85.0,1023.0,288.151565109,350.0,3.0,cloudy,Dallas,United States,32.783058,-96.806671
2015-10-13T11:00:00.000+07:00,51.0,1015.0,287.46,343.0,3.0,foggy,Dallas,United States,32.783058,-96.806671
2015-10-16T10:00:00.000+07:00,49.0,1023.0,292.965428813,180.0,2.0,cloudy,Dallas,United States,32.783058,-96.806671
2015-10-16T14:00:00.000+07:00,48.0,1025.0,292.4,38.0,7.0,sunny,Dallas,United States,32.783058,-96.806671
2015-10-19T15:00:00.000+07:00,32.0,1026.0,292.01,160.0,5.0,cloudy,Dallas,United States,32.783058,-96.806671
2015-10-19T16:00:00.000+07:00,40.0,1026.0,292.07,180.0,3.0,sunny,Dallas,United States,32.783058,-96.806671
2015-10-21T22:00:00.000+07:00,51.0,1019.0,300.93,140.0,7.0,cloudy,Dallas,United States,32.783058,-96.806671
2015-10-22T23:00:00.000+07:00,88.0,1013.0,293.07,260.0,2.0,thunderstorm,Dallas,United States,32.783058,-96.806671
2015-10-25T13:00:00.000+07:00,100.0,1033.0,287.338666667,29.0,6.0,rainy,Dallas,United States,32.783058,-96.806671
2015-10-29T21:00:00.000+07:00,39.0,1012.0,297.524870017,57.0,2.0,cloudy,Dallas,United States,32.783058,-96.806671
2015-10-30T11:00:00.000+07:00,72.0,1012.0,290.43,110.0,6.0,thunderstorm,Dallas,United States,32.783058,-96.806671
2015-10-30T15:00:00.000+07:00,88.0,1010.0,289.65,140.0,7.0,thunderstorm,Dallas,United States,32.783058,-96.806671
2015-10-30T20:00:00.000+07:00,93.0,1006.0,292.75,130.0,9.0,foggy,Dallas,United States,32.783058,-96.806671
2015-10-31T16:00:00.000+07:00,93.0,1008.0,291.29,260.0,1.0,rainy,Dallas,United States,32.783058,-96.806671
2015-10-31T22:00:00.000+07:00,88.0,1009.0,290.86,320.0,5.0,rainy,Dallas,United States,32.783058,-96.806671
